,C22008638LR01-ISM012-042-Day2-940,C22008619LR01-sham-Day2-951,C22008628LR01-Vehicle-Day2-935,C22008626LR01-Vehicle-Day2-986,C22008627LR01-Vehicle-Day2-975,C22008621LR01-sham-Day2-992,C22008624LR01-Vehicle-Day2-966,C22008640LR01-ISM012-042-Day2-976,C22008639LR01-ISM012-042-Day2-1000,C22008637LR01-ISM012-042-Day2-967,C22008620LR01-sham-Day2-981,C22008623LR01-sham-Day2-995,C22008618LR01-sham-Day2-942,C22008641LR01-ISM012-042-Day2-950,C22008622LR01-sham-Day2-953,C22008625LR01-Vehicle-Day2-977,C22008629LR01-Vehicle-Day2-999,C22008636LR01-ISM012-042-Day2-963
Gm33401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm33454,0.198,0.289,0.118,0.207,0,0.092,0.086,0.077,0.244,0.187,0,0,0.175,0.172,0.171,0.167,0.087,0.17
Cnnm4,80.481,105.595,34.482,43.406,45.135,139.125,66.399,66.152,76.822,76.581,103.695,95.145,114.829,92.11,105.483,77.899,83.421,76.594
Cnnm3,8.785,7.167,3.379,5.305,5.24,8.753,5.789,6.319,7.413,9.651,6.374,7.272,6.956,7.786,7.296,5.504,7.946,6.063
Ankrd23,4.385,2.451,2.129,3.089,2.703,2.66,2.676,3.327,4.262,4.433,3.198,2.756,2.205,3.135,3.066,2.302,3.051,2.831
Ankrd39,5.375,3.151,1.616,3.574,2.87,4.544,3.011,3.472,3.526,5.677,2.78,4.321,3.088,5.528,3.386,3.291,3.508,3.118
Sema4c,5.153,3.804,2.322,3.077,4.886,3.462,5.158,3.238,4.218,12.728,3.046,4.75,3.399,4.294,3.43,4.803,4.02,4.629
Fam178b,0.101,0.449,0.084,0.364,0.55,0,0.077,0.069,0.125,0.486,0.157,0.152,0.121,0.534,0.476,0.257,0.288,0.131
Cox5b,870.145,899.331,652.657,948.264,898.663,906.074,961.368,881.224,922.714,719.357,1073.066,926.688,995.42,926.982,845.16,830.181,877.972,871.737
Actr1b,69.679,57.946,30.958,47.532,54.556,70.691,51.395,60.838,58.646,81.211,48.643,72.903,74.24,87.159,50.045,62.687,65.623,77.834
4933424G06Rik,0,0,0,0,0,0.095,0,0,0,0.096,0,0,0,0.089,0.088,0,0,0
Gm33533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
Zap70,5.168,0.726,2.211,0.801,0.705,0.347,0.765,0.685,0.836,1.982,0.862,0.794,0.366,0.61,1.055,0.597,1.362,0.844
Tmem131,37.487,27.154,8.986,16.846,15.436,34.984,26.879,21.94,26.621,41.147,16.615,31.785,30.428,35.804,23.804,33.281,35.721,32.189
Vwa3b,0.454,0.946,0.115,0.233,0.182,1.402,0.311,0.431,0.353,0.389,1.027,0.5,0.632,0.42,0.535,0.421,0.327,0.344
Gm39626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnga3,0.314,0.293,0.233,0.501,0.68,0.244,0.363,0.28,0.34,0.773,0.201,0.364,0.319,0.532,0.12,0.699,0.678,0.307
Inpp4a,6.806,5.272,2.692,3.653,5.962,5.915,4.011,5.18,5.302,7.398,5.103,6.863,6.995,9.315,6.056,7.055,5.096,5.537
4930439A04Rik,0.138,0,0,0,0.04,0,0,0,0.057,0.049,0,0.07,0.061,0,0,0.059,0,0.059
Coa5,48.666,40.433,34.208,44.593,38.512,48.539,45.591,47.934,52.394,49.506,31.817,54.032,48.557,51.793,41.649,57.008,59.302,56.318
Unc50,50.731,43.704,28.341,46.58,39.896,48.335,53.653,45.946,47.225,51.1,36.563,55.769,52.104,53.089,49.859,46.381,50.194,52.532
Mgat4a,116.272,106.078,15.13,26.209,29.541,209.872,145.929,42.35,52.723,87.985,109.883,49.432,60.163,73.054,120.785,75.777,65.004,45.894
4930594C11Rik,0.542,0.226,0,0.026,0,0.398,0.409,0.03,0.095,0.108,0.614,0.198,0.104,0.033,0.627,0.23,0.135,0
Gm39627,0.307,0,0,0,0,0.859,0.135,0,0.125,0,0.683,0,0,0.265,0.398,0.262,0,0.26
2010300C02Rik,14.634,18.848,5.183,9.831,9.134,25.008,10.341,13.122,13.199,11.834,16.306,11.206,12.968,18.362,15.253,9.647,13.645,13.481
LOC102637491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102637336,0,0,0.031,0.126,0,0.14,0,0,0,0.143,0,0,0.047,0.066,0.065,0,0,0.046
Gm39628,0,0,0,0,0,0.015,0.014,0,0.013,0,0,0,0.014,0,0,0,0,0
Tsga10,1.262,2.179,0.726,0.437,0.968,2.395,1.657,1.411,1.747,2.036,1.192,3.235,2.636,2.047,1.922,1.742,1.566,1.729
Lipt1,2.986,2.286,1.067,1.625,2.457,3.922,1.127,3.19,3.603,2.231,1.394,3.831,2.643,3.223,1.762,3.159,4.38,3.543
Mitd1,24.475,73.475,14.375,19.981,17.59,31.845,29.708,16.535,22.578,22.344,26.596,36.077,48.641,18.157,55.458,25.177,25.639,16.621
Mrpl30,121.577,152.362,83.858,120.78,108.582,108.622,117.283,102.786,129.124,132.623,93.589,124.016,119.872,107.845,120.488,148.683,135.112,121.166
Lyg2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Txndc9,46.925,46.669,24.842,34.26,33.765,40.463,60.729,36.503,39.181,53.455,32.649,42.87,47.497,42.692,42.953,56.931,51.27,43.446
Eif5b,16.814,19.221,10.493,12.481,17.659,19.175,25.258,15.018,19.787,27.996,9.41,19.514,19.285,20.602,12.856,28.189,26.351,21.879
Gm34448,0,0,0,0.102,0,0,0.134,0,0,0,0,0,0.136,0,0,0,0,0
Rev1,7.101,7.16,2.917,4.134,4.309,8.469,5.095,5.289,5.988,8.19,6.042,4.981,4.221,5.7,6.02,5.538,5.785,4.089
Gm5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aff3,3.336,0.74,0.926,0.87,0.552,0.419,0.471,0.668,0.723,1.918,0.565,0.46,0.401,0.343,0.464,0.244,0.641,0.819
Gm16150,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC108167619,0.004,0.006,0,0,0,0.018,0,0,0.005,0,0.004,0,0,0.005,0,0,0,0
Gm34596,0.044,0,0,0,0,0,0,0,0.054,0,0.05,0,0,0,0,0,0,0
Lonrf2,0.499,0.332,0.364,0.403,0.665,0.549,0.296,0.367,0.748,0.429,0.466,0.796,0.454,0.867,0.252,0.38,0.37,0.325
Chst10,5.476,1.715,0.75,0.668,0.716,0.306,0.662,0.459,0.618,2.213,0.475,0.63,0.614,0.571,0.803,0.738,0.343,0.462
Nms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcl3,43.804,45.95,24.702,33.658,37.247,44.818,46.061,37.701,39.734,52.676,30.575,46.812,49.921,48.29,40.268,52.566,42.909,42.829
Gm35222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Npas2,9.545,8.022,5.611,7.11,9.495,9.373,4.263,8.046,6.511,9.288,9.663,10.444,14.17,13.619,9.72,5.469,8.578,12.841
Rpl31,522.483,383.527,365.247,422.551,369.393,390.092,470.381,427.438,448.854,518.855,360.242,341.076,378.777,390.457,382.069,504.178,449.551,359.215
Tbc1d8,8.422,4.186,3.743,5.051,5.947,7.322,4.731,5.656,5.785,7.589,4.075,6.259,5.35,7.119,5.911,9.013,4.655,5.386
Cnot11,13.353,10.141,6.67,10.556,9.583,12.027,11.199,9.259,9.871,18.353,9.596,10.719,9.875,11.783,10.757,14.899,14.552,12.39
Snord89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnf149,39.567,36.942,17.069,30.573,22.914,51.991,48.353,31.082,35.501,67.758,40.855,40.333,38.033,37.832,45.916,80.794,44.356,36.449
Creg2,0.446,0.224,0.531,0.364,0.323,0.215,0.216,0.437,0.515,0.511,0.129,0.5,0.243,0.322,0.106,0.375,0.36,0.234
D930019O06Rik,0,0,0,0.017,0,0,0,0,0,0.061,0,0,0.022,0.019,0,0.021,0,0
Rfx8,0,0,0.031,0.036,0,0,0,0.04,0,0.295,0.078,0.052,0.046,0,0.09,0,0.045,0
Gm3646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700066B17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map4k4,15.298,9.038,7.137,9.054,9.417,9.319,12.067,9.998,10.98,36.813,6.881,9.336,7.643,8.617,10.697,21.945,12.214,10.433
Gm16894,0,0,0,0,0,0.4,0.126,0,0.117,0.135,0.106,0,0,0,0,0.122,0,0.121
Il1r2,2.434,0.495,1.259,6.128,2.305,0.468,5.335,1.341,1.854,29.76,0.148,0.507,0.896,0.255,0.655,142.709,6.995,2.354
Gm35741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il1r1,10.856,6.506,5.372,8.484,9.054,8.89,6.976,9.845,11.003,43.651,4.808,9.937,9.645,10.237,6.367,17.471,10.06,12.641
Il1rl2,2.244,1.635,1.002,1,1.628,1.408,2.091,1.025,1.149,7.186,1.248,1.223,0.712,0.913,1.74,2.439,1.318,1.993
Il1rl1,15.39,3.152,0.917,2.537,2.778,1.862,13.059,1.348,2.296,28.14,0.961,2.477,3.647,1.782,4.078,10.703,4.446,6.121
Il18r1,2.943,1.339,1.523,1.375,1.668,1.638,0.963,1.78,2.486,2.006,0.492,1.465,1.39,1.217,1.498,1.116,1.717,1.824
Il18rap,1.257,0.822,0.827,0.731,0.955,0.496,1.707,0.425,1.128,6.981,0.561,0.633,0.581,0.469,0.912,6.829,0.648,1.424
Gm35801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc9a4,0.231,0.104,0.077,0.128,0.02,0.05,0.529,0.512,0.389,0.961,0.078,0.097,0.047,0.092,0.023,0.384,0.388,0.272
Slc9a2,80.35,121.062,49.589,108.952,52.114,166.667,58.541,112.597,118.855,46.525,72.563,194.302,194.938,124.233,117.629,59.349,87.229,107.323
Gm37915,0.443,0.511,0.177,0.322,0.1,0.499,0.364,0.236,0.057,0.119,0.234,0.331,0.788,0.192,0,0,0.121,0.163
Mfsd9,12.259,13.379,6.687,12.94,5.853,18.864,11.601,14.31,14.713,9.262,8.327,15.032,14.535,12.867,11.797,9.582,15.662,13.164
Tmem182,1.198,1.044,0.658,0.368,0.756,1.041,2.369,3.769,3.17,2.136,0.156,3.59,0.879,1.78,0.623,1.676,2.516,1.555
4930448I06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm39631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm29260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28175,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0.008,0,0,0
LOC108167620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm36678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC108167621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm36822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm30248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pantr1,0.547,0.537,0.78,0.377,0.623,0.511,0,0.425,0.224,0.259,0.41,0,0.246,0,0,0,0,0.231
Gm42411,0.177,0,0.467,0,0.819,0.494,0.234,0.208,0.875,0.25,0.397,0.808,0.237,0.694,0.229,0,0.925,0
Pou3f3,0.664,0.734,1.089,0.823,0.611,0.355,0.479,0.664,1.006,0.629,0.38,1.149,0.716,1.042,0.321,0.402,0.548,0.596
2900092D14Rik,0.194,0.081,0.203,0.332,0.43,0.079,0.22,0.032,0.24,0.038,0.229,0.475,0.262,0.325,0.209,0.142,0.11,0.072
Pantr2,0,0.354,0,0,0.275,0,0,0.842,0,0,0,0,0,0,0,0.31,0,0
LOC108167622,0.023,0,0,0,0,0,0,0.027,0,0,0,0,0.031,0,0,0,0,0
Dalir,0,0,0.028,0,0.038,0,0,0,0.041,0,0,0,0,0,0,0,0,0
LOC108167623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mrps9,39.493,32.477,22.472,34.799,22.674,33.409,38.824,30.936,35.939,36.007,27.82,31.857,32.458,35.708,31.174,37.788,36.462,36.223
Gm39633,0,0,0.075,0,0,0,0,0,0,0.122,0,0,0,0.334,0.113,0.11,0,0
Gpr45,0,0,0,0,0,0,0.015,0,0.022,0.025,0,0,0,0,0,0,0,0
Tgfbrap1,13.73,11.653,5.55,11.426,10.096,12.051,9.503,11.01,12.475,14.996,10.352,14.002,12.691,12.597,12.666,9.477,13.308,11.992
Gm28782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC108167597,0.78,0.177,0.207,0.686,0.276,0.862,0.158,0.278,0.148,0.252,0.46,0.275,0.324,0.239,0.389,0.155,0.237,0.156
AI597479,11.359,7.842,4.398,5.487,7.237,10.852,8.763,7.745,8.188,11.201,7.243,9.356,9.253,11.3,8.204,10.052,9.396,8.424
Fhl2,35.403,23.614,13.244,12.032,17.655,25.636,51.925,13.174,17.627,43.037,17.208,30.026,28.454,18.659,20.496,31.519,18.954,18.481
Gm8210,928.077,712.973,577.388,716.262,627.098,618.309,910.621,684.979,733.551,1038.713,654.239,567.369,633.352,667.427,707.321,1018.573,800.436,656.464
Gm29040,0.116,0.213,0.025,0.089,0,0.123,0.193,0.034,0,0.073,0.258,0.045,0,0,0.228,0.112,0.038,0.074
Nck2,25.06,31.546,12.227,18.944,21.279,29.637,20.949,16.982,20.686,29.29,23.954,29.791,32.841,25.379,30.095,22.051,22.14,24.564
Gm38628,0,0,0,0,0.056,0,0,0,0,0.068,0,0,0,0,0,0,0,0
Gm30634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0
1500015O10Rik,0,0.673,0.167,0.194,0.325,0,0,0.532,0.227,0.13,0.42,0.277,0.242,0.481,0.12,0,0.121,0.237
Uxs1,13.733,14.072,4.301,9.115,10.963,13.599,14.671,11.022,12.659,22.122,8.643,14.34,13.784,14.609,12.387,16.904,17.13,15.903
LOC102632770,0.942,1.26,0.404,0.684,0.86,0.569,1.128,0.286,0.403,0.637,0.97,0.372,0.327,0.587,0.638,1.144,0.645,0.631
Tpp2,27.722,21.625,7.627,13.447,14.332,26.743,30.942,21.24,22.319,29.248,12.255,23.638,24.477,26.746,19.124,34.029,28.419,25.428
Mettl21c,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0.094,0,0,0
Ccdc168,0.06,0.018,0.005,0,0.003,0.009,0.016,0.011,0.007,0.042,0.019,0.028,0.004,0.043,0.015,0.008,0.048,0.004
Tex30,12.468,7.678,3.963,5.992,5.934,6.439,13.675,5.836,7.397,15.34,5.963,6.604,8.18,9.203,7.828,19.184,15.332,12.827
Kdelc1,10.264,7.069,3.235,3.476,6.284,8.372,8.875,6.172,7.696,17.825,4.253,6.988,6.671,9.037,4.736,12.083,8.986,6.485
Bivm,8.677,5.422,2.221,3.125,4.534,8.633,8.023,5.07,5.976,8.674,4.322,6.327,6.517,9.292,5.065,7.634,7.926,5.618
Ercc5,8.95,7.431,3.629,5.745,5.79,9.105,9.334,7.321,7.783,9.82,5.783,8.194,7.055,9.099,6.438,8.285,8.46,8.874
Mettl21e,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0
Gm28893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm39635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gulp1,5.256,3.97,3.222,3.589,5.273,3.023,2.88,6.263,5.548,7.006,2.913,6.328,4.711,6.238,2.858,3.775,4.661,8.247
4930521E06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Col3a1,247.83,227.48,33.296,29.345,180.136,96.919,236.488,46.729,88.982,1385.436,153.146,92.251,93.336,150.792,171.073,309.323,129.872,148.841
Col5a2,30.533,22.161,5.358,5.348,19.05,11.139,30.21,6.755,11.917,124.761,14.043,12.389,11.796,17.735,15.847,41.078,13.94,14.233
Gm39637,0.023,0.033,0.318,0.023,0.033,0.032,0.114,0.664,0.028,0.971,0.097,0.387,0,0,0.088,0.111,0.151,0.419
Wdr75,16.766,9.71,5.552,7.173,10.989,10.459,14.009,12.183,12.202,20.701,7.866,13.156,10.928,12.799,10.444,24.212,18.955,18.663
Gm30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc40a1,133.328,160.694,54.393,82.188,25.509,217.711,141.953,73.111,85.591,58.909,134.423,79.057,80.547,48.062,187.535,46.245,67.756,57.591
Stk-ps2,0.06,0,0,0,0,0,0,0,0.074,0,0.022,0,0,0,0.026,0,0.026,0
Dnah7b,0.319,0.163,0.115,0.316,0.109,0.192,0.112,0.287,0.301,0.098,0.128,0.188,0.218,0.293,0.096,0.098,0.228,0.307
Gm31046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dnah7c,0.016,0.024,0,0.042,0.028,0.008,0.011,0,0.01,0.024,0,0.032,0.011,0.007,0.011,0.014,0,0.033
Slc39a10,6.492,4.589,2.045,2.64,3.705,4.015,5.996,5.824,5.687,12.456,3.326,5.07,5.706,4.633,3.883,11.803,7.789,6.211
Gm39638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm39639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C230029F24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm39640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm28321,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.036,0,0
LOC108167624,0.113,0.164,0,0,0,0.16,0,0.395,0,0,0,0,0.152,0,0,0,0,0.438
Tmeff2,0.176,0.193,0.294,0.311,0.521,0.094,0.174,0.385,0.463,0.768,0.046,0.578,0.324,0.632,0.056,0.281,0.411,0.344
9330175M20Rik,0,0,0,0,0,0,0,0.033,0,0,0.06,0,0.038,0,0,0,0,0
Sdpr,16.116,21.587,16.967,18.277,39.668,16.996,12.198,36.473,28.178,52.08,18.904,34.277,19.581,37.181,17.228,20.843,26.163,30.68
Nabp1,13.908,9.489,4.426,2.236,7.782,10.307,14.092,10.81,10.55,26.481,6.354,12.181,8.744,9.662,10.618,26.25,13.557,11.031
Gm17767,0,0,0,0.098,0.108,0,0,0,0.117,0.135,0.105,0.145,0.128,0.371,0.123,0.245,0,0
Gm31636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myo1b,17.641,10.169,8.983,13.913,15.288,21.628,13.016,19.967,17.827,18.377,8.261,22.6,25.639,27.857,10.557,20.802,20.566,22.646
Gm33795,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0
Stat4,4.095,0.997,1.333,1.109,0.622,0.777,1.175,1.217,1.034,2.288,0.298,0.314,0.708,0.439,0.681,1.064,0.535,1.168
Gm31812,0.513,0.586,0.1,0.236,0.263,0.64,0.225,0.399,0.14,0.241,0.444,0.608,0.229,0.148,0.517,0.218,0.075,0.585
Stat1,41.715,127.978,16.025,16.679,17.719,25.646,74.994,14.433,21.922,32.958,35.743,47.338,82.027,16.958,84.865,25.763,30.246,16.715
Gls,47.803,38.192,19.824,24.602,25.963,64.858,36.643,39.711,49.08,44.833,33.456,48.044,42.386,46.167,47.956,39.605,45.419,42.858
Gm31867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm31955,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,0,0,0,0
Nab1,36.95,31.217,16.717,25.007,24.927,25.22,45.406,25.243,28.301,51.751,17.414,30.851,31.204,34.198,26.215,48.027,40.071,39.921
Gm553,0.117,0.086,0.199,0.179,0.198,0,0.231,0,0.071,0.082,0,0,0,0,0.075,0,0,0.074
Tmem194b,7.986,2.241,1.783,1.247,1.576,3.078,3.113,1.686,2.238,5.594,2.086,1.952,1.289,2.289,3.164,2.92,2.607,1.968
Gm28178,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mfsd6,64.968,91.395,23.331,59.917,54.096,107.394,75.135,61.079,63.964,52.738,76.322,96.035,105.559,97.764,84.074,76.711,77.35,79.285
Inpp1,10.273,16.297,6.152,8.996,10.143,11.359,10.049,11.84,10.893,10.707,8.508,11.895,15.312,11.252,15.44,14.014,12.128,15.726
Hibch,17.474,16.046,7.523,7.559,13.554,22.783,17.449,22.503,19.787,19.563,10.479,20.04,16.748,20.248,13.007,16.988,20.039,18.577
1700019D03Rik,42.065,49.171,11.814,32.753,22.772,102.592,36.986,22.607,36.176,24.32,73.047,51.906,42.311,34.571,67.535,21.565,29.281,29.305
Mstn,0,0,0,0.058,0,0,0,0,0.036,0,0,0.09,0,0.113,0,0,0.039,0.038
1700019A02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pms1,2.575,1.685,0.627,1.386,1.1,2.021,2.246,1.497,1.576,2.809,1.22,1.399,1.363,1.771,1.336,2.413,2.582,1.863
Ormdl1,21.195,15.366,6.292,10.576,9.659,16.974,18.806,13.986,17.913,21.555,10.835,17.613,16.832,18.171,15.489,23.733,18.751,15.816
Osgepl1,8.066,7.817,4.422,7.125,6.731,6.921,8.46,6.611,9.902,10.398,5.276,8.502,7.026,7.355,7.055,8.288,9.139,7.085
Asnsd1,42.004,26.009,18.918,33.652,21.595,31.1,37.803,30.27,30.94,41.986,23.317,26.209,24.865,30.643,29.346,49.397,39.713,27.837
Dnah7a,0.041,0,0.027,0.007,0.029,0.015,0,0.037,0.045,0,0.023,0.019,0.035,0.035,0.014,0.014,0.031,0.029
Gm32311,0,0,0,0,0,0,0,0,0,0,0.129,0,0.082,0,0.078,0,0,0
Stk17b,74.337,62.228,36.42,32.047,25.691,36.864,55.994,60.473,49.538,56.906,28.115,57.075,58.879,39.508,75.22,58.232,50.982,52.938
Hecw2,0.269,0.163,0.165,0.482,0.325,0.352,0.127,0.292,0.454,0.534,0.144,0.207,0.218,0.322,0.227,0.343,0.4,0.4
Mir7681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc150,0.205,0.084,0.023,0.11,0.043,0.106,0.075,0.096,0.129,0.078,0.04,0.059,0.051,0.123,0.035,0.293,0.123,0.109
Gtf3c3,8.299,6.501,2.978,4.401,4.741,8.63,9.165,6.05,7.499,10.577,5.157,7.267,7.018,7.87,6.17,9.133,8.536,7.596
Gm34066,0,0,0.051,0,0,0.086,0,0.072,0,0,0,0,0,0,0,0.078,0,0
LOC108167366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgap1,10.089,4.53,1.43,4.625,3.782,5.858,9.437,5.183,7.368,9.731,2.356,8.513,7.985,11.073,4.427,12.188,9.841,6.969
Ankrd44,12.355,6.59,3.166,5.852,3.297,8.379,5.919,4.527,5.717,8.29,4.916,5.439,5.583,5.522,6.764,6.787,5.58,4.254
4930444A19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sf3b1,142.838,153.715,48.659,77.329,78.46,164.506,140.057,107.957,129.51,137.559,100.33,125.832,127.475,133.747,131.76,127.353,119.254,120.787
Coq10b,45.15,92.487,26.519,32.239,38.957,90.027,57.772,44.045,47.214,49.999,73.218,61.05,63.105,45.421,86.699,56.142,44.873,44.449
Hspd1,172.255,136.577,71.197,78.178,133.415,128.342,182.758,145.617,166.221,235.852,87.436,144.786,164.532,199.35,114.429,372.473,351.629,253.582
Hspe1,157.2,155.845,117.065,99.683,171.93,107.155,197.455,119.831,131.959,211.556,140.458,122.655,160.634,153.558,124.821,312.252,236.824,207.481
Mob4,35.129,33.861,20.729,23.227,28.589,40.535,42.853,31.596,37.307,42.019,23.504,39.408,40.21,40.566,36.443,41.647,40.821,39.969
Rftn2,3.832,2.72,2.326,2.165,4.052,3.91,2.769,2.293,3.284,4.771,2.824,2.961,3.351,5.067,3.13,1.877,2.05,3.312
Gm10561,2.278,3.362,0.854,0.439,1.621,3.584,1.336,0.501,1.929,2.419,1.874,2.39,3.138,3.369,2.76,1.672,0.742,2.387
Mars2,6.756,4.176,1.961,1.976,3.185,5.104,4.294,4.865,6.357,5.67,2.681,4.872,4.222,5.34,3.41,6.939,7.689,7.392
Boll,0.271,0,0,0,0.089,0,0.103,0,0.287,0.074,0.172,0,0,0.035,0.225,0.1,0,0.199
LOC108167625,0,0,0,0,0,0,0,0,0.226,0,0,0,0,0,0,0,0,0
Plcl1,1.332,1.062,0.644,1.311,1.57,0.958,0.997,1.506,1.483,1.716,1.051,1.659,1.487,2.145,0.853,0.706,0.845,0.987
Gm6644,33.319,33.271,6.778,11.581,18.335,42.403,26.501,16.317,19.089,35.374,25.665,19.733,22.01,29.457,31.818,38.091,26.977,23.809
Gm39642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32949,1.79,1.575,0.643,0.563,0.993,2.708,1.812,1.057,1.437,1.091,0.712,4.262,3.913,2.985,1.554,2.544,2.185,2.352
9130227L01Rik,0.193,0.338,0.065,0.196,0.043,0.271,0.255,0.045,0.142,0.378,0.415,0.77,0.673,0.35,0.444,0.888,0.354,0.148
1700003I22Rik,0,0,0,0,0.331,0,0,0,0,0.4,0,0.425,2.628,0.741,0,2.539,0.369,0
Hsfy2,0,0,0,0,0,0.076,0,0,0,0.151,0,0,0,0,0,0,0,0
Satb2,40.672,38.198,14.436,20.694,22.076,72.091,31.747,28.681,37.381,42.067,34.646,63.528,70.63,55.038,49.526,37.923,43.977,41.508
9130024F11Rik,5.664,7.606,4.719,10.626,5.725,5.229,3.22,4.7,7.523,2.749,5.03,6.979,9.209,6.959,5.626,4.715,5.148,5.289
Gm38484,0,0,0,0.032,0.035,0,0,0,0.039,0,0,0,0,0,0,0,0.042,0
LOC105243927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC055402,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0
4930558J18Rik,0.21,0.051,0.03,0.072,0.04,0.098,0.277,0,0.172,0.639,0,0.161,0.281,0.091,0.27,0.625,0.366,0
1700066M21Rik,3.99,2.657,1.095,1.21,2.155,2.837,4.038,2.022,3.27,5.852,1.845,2.378,3.317,3.602,2.313,4.867,5.735,2.812
Tyw5,5.431,7.098,3.518,4.372,6.201,4.637,7.041,5.839,5.08,10.51,4.879,5.286,6.374,6.89,5.66,8.451,7.359,6.507
9430016H08Rik,15.865,13.924,10.467,20.36,12.958,14.477,16.939,15.29,17.989,20.223,10.543,12.139,16.321,15.467,12.99,19.695,21.568,18.463
Spats2l,19.137,63.474,7.967,11.494,10.963,18.088,32.308,4.788,9.811,16.915,17.419,28.083,47.858,9.154,54.973,9.434,9.483,7.667
Kctd18,5.63,4.335,2.273,6.343,2.927,7.124,3.563,4.724,4.807,6.284,3.49,5.889,3.844,4.358,4.117,4.626,4.143,4.957
